# Archi curati manualmente da apply_curation_1..34.py (parole A-G)
# soggetto	relazione	oggetto	confidenza
casa	IS_A	luogo	0.95
causa	IS_A	origine	0.95
causa	OPPOSITE_OF	conseguenza	0.95
celebrazione	IS_A	evento	0.95
cera	IS_A	materia	0.95
cerchio	IS_A	forma	0.95
cerchio	OPPOSITE_OF	quadrato	0.80
certezza	IS_A	stato	0.95
certezza	OPPOSITE_OF	dubbio	0.95
cessione	IS_A	azione	0.95
cessione	OPPOSITE_OF	acquisizione	0.95
chiamata	IS_A	azione	0.95
chiarezza	IS_A	qualità	0.95
chiarezza	OPPOSITE_OF	confusione	0.95
chiaro	IS_A	stato	0.95
chiaro	OPPOSITE_OF	scuro	0.95
chiesa	IS_A	luogo	0.95
chirurgia	IS_A	scienza	0.95
chiusura	IS_A	stato	0.95
chiusura	OPPOSITE_OF	apertura	0.95
cibo	CAUSES	energia	0.95
cibo	IS_A	materia	0.95
ciclo	IS_A	processo	0.95
cielo	IS_A	spazio	0.95
cielo	OPPOSITE_OF	terra	0.90
cipolla	CAUSES	lacrima	0.80
cipolla	IS_A	ortaggio	0.95
clemenza	IS_A	virtù	0.95
clemenza	OPPOSITE_OF	spietatezza	0.95
cliente	IS_A	persona	0.95
clinica	IS_A	luogo	0.95
coalizione	IS_A	gruppo	0.95
codardo	IS_A	tratto	0.95
codardo	OPPOSITE_OF	coraggioso	0.95
codice	IS_A	sistema	0.95
collaborazione	IS_A	azione	0.95
collaborazione	OPPOSITE_OF	conflitto	0.90
collegamento	IS_A	struttura	0.95
collegamento	OPPOSITE_OF	separazione	0.95
collegare	IS_A	azione	0.95
collegare	OPPOSITE_OF	scollegare	0.95
collina	IS_A	forma	0.95
collina	OPPOSITE_OF	pianura	0.90
colore	IS_A	proprietà	0.95
colpa	IS_A	responsabilità	0.95
colpa	OPPOSITE_OF	innocenza	0.95
coltivazione	IS_A	attività	0.95
comandante	IS_A	ruolo	0.95
comando	IS_A	ordine	0.95
combattere	IS_A	azione	0.95
combattere	OPPOSITE_OF	arrendersi	0.95
commiato	IS_A	saluto	0.95
commiato	OPPOSITE_OF	benvenuto	0.95
comodo	IS_A	stato	0.95
comodo	OPPOSITE_OF	scomodo	0.95
compagnia	IS_A	presenza	0.95
compagnia	OPPOSITE_OF	solitudine	0.95
competenza	IS_A	capacità	0.95
competenza	OPPOSITE_OF	incompetenza	0.95
competizione	IS_A	conflitto	0.90
competizione	OPPOSITE_OF	collaborazione	0.95
comprensione	IS_A	capacità	0.95
comprensione	OPPOSITE_OF	incomprensione	0.95
comunicare	IS_A	azione	0.95
concentrazione	IS_A	stato	0.95
concentrazione	OPPOSITE_OF	distrazione	0.95
concessione	IS_A	azione	0.95
concessione	OPPOSITE_OF	rifiuto	0.95
concetto	IS_A	idea	0.95
condanna	IS_A	giudizio	0.95
condanna	OPPOSITE_OF	assoluzione	0.95
condivisione	IS_A	azione	0.95
condivisione	OPPOSITE_OF	egoismo	0.90
condizione	IS_A	stato	0.95
confermare	IS_A	azione	0.95
confermare	OPPOSITE_OF	smentire	0.95
confine	IS_A	limite	0.95
conflitto	IS_A	situazione	0.95
conflitto	OPPOSITE_OF	pace	0.95
conformista	IS_A	tratto	0.95
conformista	OPPOSITE_OF	ribelle	0.95
confronto	IS_A	azione	0.95
confusione	IS_A	stato	0.95
confusione	OPPOSITE_OF	chiarezza	0.95
congiunzione	IS_A	unione	0.95
congiunzione	OPPOSITE_OF	separazione	0.95
connessione	IS_A	legame	0.95
conoscenza	IS_A	informazione	0.95
conoscenza	OPPOSITE_OF	ignoranza	0.95
conquista	IS_A	risultato	0.95
consapevolezza	IS_A	stato	0.95
consegna	IS_A	azione	0.95
conseguenza	IS_A	risultato	0.95
conseguenza	OPPOSITE_OF	causa	0.95
consenso	IS_A	accordo	0.95
consenso	OPPOSITE_OF	dissenso	0.95
conservare	IS_A	azione	0.95
conservare	OPPOSITE_OF	distruggere	0.95
conservatore	IS_A	tratto	0.95
conservatore	OPPOSITE_OF	progressista	0.95
conservazione	IS_A	processo	0.95
consolato	IS_A	istituzione	0.95
contatto	IS_A	evento	0.95
contatto	OPPOSITE_OF	distanza	0.95
contenitore	IS_A	oggetto	0.95
contesto	IS_A	ambiente	0.95
continuo	IS_A	stato	0.95
continuo	OPPOSITE_OF	interrotto	0.95
contrasto	IS_A	conflitto	0.95
contrasto	OPPOSITE_OF	accordo	0.95
controllo	IS_A	potere	0.95
controllo	OPPOSITE_OF	caos	0.95
convinzione	IS_A	idea	0.95
convinzione	OPPOSITE_OF	dubbio	0.95
coraggio	IS_A	virtù	0.95
coraggio	OPPOSITE_OF	paura	0.95
coraggioso	IS_A	tratto	0.95
coraggioso	SIMILAR_TO	coraggio	0.95
cordiale	IS_A	comportamento	0.95
cordiale	OPPOSITE_OF	ostile	0.95
corpo	IS_A	organismo	0.95
corpo	OPPOSITE_OF	mente	0.90
corrosione	CAUSES	distruzione	0.95
corrosione	IS_A	processo	0.95
corso	IS_A	processo	0.95
corteggiare	IS_A	azione	0.95
coscienza	IS_A	stato	0.95
costanza	IS_A	virtù	0.95
costanza	OPPOSITE_OF	incostanza	0.95
costo	IS_A	valore	0.95
cottura	IS_A	processo	0.95
creare	IS_A	azione	0.95
creare	OPPOSITE_OF	distruggere	0.95
creatura	IS_A	essere	0.95
crescere	IS_A	processo	0.95
crescere	OPPOSITE_OF	diminuire	0.95
crescita	IS_A	sviluppo	0.95
crescita	SIMILAR_TO	crescere	0.95
crudele	IS_A	tratto	0.95
crudele	OPPOSITE_OF	compassionevole	0.95
cucciolo	IS_A	animale	0.95
cucina	IS_A	luogo	0.95
cumulo	IS_A	quantità	0.95
cuore	CAUSES	vita	0.95
cuore	IS_A	organo	0.95
cura	CAUSES	benessere	0.95
cura	CAUSES	crescita	0.90
cura	CAUSES	sicurezza	0.85
cura	IS_A	attenzione	0.95
cura	IS_A	azione	0.90
cura	IS_A	azione	0.95
cura	OPPOSITE_OF	abbandonare	0.95
cura	OPPOSITE_OF	incuria	0.95
cura	OPPOSITE_OF	trascuratezza	0.90
danneggiare	IS_A	azione	0.95
danneggiare	OPPOSITE_OF	riparare	0.95
dati	IS_A	informazione	0.95
debito	IS_A	obbligo	0.95
debito	OPPOSITE_OF	credito	0.95
debolezza	IS_A	stato	0.95
debolezza	OPPOSITE_OF	forza	0.95
decisione	IS_A	azione	0.95
decorazione	IS_A	oggetto	0.95
delicatezza	IS_A	qualità	0.95
delicatezza	OPPOSITE_OF	durezza	0.95
deludere	CAUSES	delusione	0.95
deludere	IS_A	azione	0.95
delusione	IS_A	emozione	0.95
delusione	OPPOSITE_OF	soddisfazione	0.95
demone	IS_A	entità	0.95
demone	OPPOSITE_OF	angelo	0.95
denaro	IS_A	valore	0.95
dente	IS_A	osso	0.95
descrizione	IS_A	informazione	0.95
desiderare	CAUSES	desiderio	0.95
desiderare	IS_A	azione	0.95
desiderio	IS_A	emozione	0.95
desiderio	OPPOSITE_OF	avversione	0.90
determinato	IS_A	tratto	0.95
determinato	OPPOSITE_OF	indeciso	0.95
devozione	IS_A	sentimento	0.95
diario	IS_A	oggetto	0.95
diavolo	IS_A	entità	0.95
diavolo	OPPOSITE_OF	dio	0.95
dichiarare	CAUSES	dichiarazione	0.95
dichiarare	IS_A	azione	0.95
dichiarazione	IS_A	messaggio	0.95
difendere	IS_A	azione	0.95
difendere	OPPOSITE_OF	attaccare	0.95
difesa	IS_A	stato	0.95
difesa	OPPOSITE_OF	attacco	0.95
differenza	IS_A	qualità	0.95
differenza	OPPOSITE_OF	uguaglianza	0.95
difficile	IS_A	stato	0.95
difficile	OPPOSITE_OF	facile	0.95
digestione	IS_A	processo	0.95
digitale	IS_A	tecnologia	0.95
digitale	OPPOSITE_OF	analogico	0.95
digiuno	IS_A	stato	0.95
digiuno	OPPOSITE_OF	nutrizione	0.95
dimenticare	IS_A	azione	0.95
dimenticare	OPPOSITE_OF	ricordare	0.95
diminuzione	IS_A	processo	0.95
diminuzione	OPPOSITE_OF	aumento	0.95
dipendenza	IS_A	stato	0.95
dipendenza	OPPOSITE_OF	indipendenza	0.95
dipinto	IS_A	opera	0.95
diplomatico	IS_A	tratto	0.95
diplomazia	IS_A	arte	0.95
diplomazia	OPPOSITE_OF	guerra	0.90
direzione	IS_A	orientamento	0.95
dirigente	IS_A	ruolo	0.95
diritto	IS_A	principio	0.95
diritto	OPPOSITE_OF	torto	0.90
disaccordo	IS_A	conflitto	0.95
disaccordo	OPPOSITE_OF	accordo	0.95
disastro	IS_A	evento	0.95
disastro	OPPOSITE_OF	miracolo	0.90
discepolo	IS_A	persona	0.95
discepolo	OPPOSITE_OF	maestro	0.95
disciplina	IS_A	regola	0.95
disciplina	OPPOSITE_OF	disordine	0.95
discussione	IS_A	scambio	0.95
disgustare	CAUSES	disgusto	0.95
disgustare	IS_A	azione	0.95
disordine	IS_A	stato	0.95
disordine	OPPOSITE_OF	ordine	0.95
dispiacere	IS_A	emozione	0.95
dispiacere	OPPOSITE_OF	piacere	0.95
disprezzo	IS_A	sentimento	0.95
disprezzo	OPPOSITE_OF	stima	0.95
dissenso	IS_A	opinione	0.95
dissenso	OPPOSITE_OF	consenso	0.95
distante	IS_A	stato	0.95
distante	OPPOSITE_OF	vicino	0.95
distanza	IS_A	misura	0.95
distanza	OPPOSITE_OF	vicinanza	0.95
distrazione	IS_A	stato	0.95
distrazione	OPPOSITE_OF	concentrazione	0.95
distribuire	IS_A	azione	0.95
distribuire	OPPOSITE_OF	raccogliere	0.95
distruggere	IS_A	azione	0.95
distruggere	OPPOSITE_OF	creare	0.95
distruzione	IS_A	evento	0.95
distruzione	OPPOSITE_OF	creazione	0.95
dito	IS_A	parte	0.95
diverso	IS_A	stato	0.95
diverso	OPPOSITE_OF	uguale	0.95
divertimento	IS_A	emozione	0.95
divertimento	OPPOSITE_OF	noia	0.95
divertire	CAUSES	divertimento	0.95
divertire	IS_A	azione	0.95
dividere	IS_A	azione	0.95
dividere	OPPOSITE_OF	unire	0.95
divisione	IS_A	separazione	0.95
divisione	OPPOSITE_OF	unione	0.95
documento	IS_A	oggetto	0.95
dolce	IS_A	sapore	0.95
dolce	OPPOSITE_OF	amaro	0.95
dolcezza	IS_A	qualità	0.95
dolcezza	OPPOSITE_OF	durezza	0.90
dolore	IS_A	sensazione	0.95
dolore	OPPOSITE_OF	piacere	0.95
dondolo	IS_A	oggetto	0.95
dovere	IS_A	obbligo	0.95
dovere	OPPOSITE_OF	diritto	0.90
dubbio	IS_A	stato	0.95
dubbio	OPPOSITE_OF	certezza	0.95
durezza	IS_A	proprietà	0.95
durezza	OPPOSITE_OF	morbidezza	0.95
ebbrezza	IS_A	stato	0.95
ebbrezza	OPPOSITE_OF	lucidità	0.95
eccesso	IS_A	quantità	0.95
eccesso	OPPOSITE_OF	scarsità	0.95
eccezione	IS_A	evento	0.95
eccezione	OPPOSITE_OF	regola	0.95
ecologia	IS_A	scienza	0.95
ecologico	IS_A	attributo	0.95
ecologico	SIMILAR_TO	sostenibile	0.90
ecosistema	IS_A	sistema	0.95
edificio	IS_A	struttura	0.95
educare	CAUSES	conoscenza	0.95
educare	IS_A	azione	0.95
educazione	IS_A	processo	0.95
educazione	OPPOSITE_OF	ignoranza	0.90
effetto	IS_A	risultato	0.95
effetto	OPPOSITE_OF	causa	0.95
egoismo	IS_A	tratto	0.95
egoismo	OPPOSITE_OF	altruismo	0.95
egoista	IS_A	persona	0.95
egoista	SIMILAR_TO	egoismo	0.95
elemento	IS_A	parte	0.95
elevato	IS_A	stato	0.95
elevato	OPPOSITE_OF	basso	0.95
eliminare	IS_A	azione	0.95
eliminare	OPPOSITE_OF	aggiungere	0.95
eludere	IS_A	azione	0.95
eludere	OPPOSITE_OF	affrontare	0.90
emancipare	CAUSES	libertà	0.95
emancipare	IS_A	azione	0.95
emergenza	IS_A	situazione	0.95
emergere	IS_A	azione	0.95
emergere	OPPOSITE_OF	affondare	0.95
emettere	IS_A	azione	0.95
emettere	OPPOSITE_OF	assorbire	0.95
emozione	IS_A	stato	0.95
emozione	OPPOSITE_OF	ragione	0.90
empatia	IS_A	capacità	0.95
empatia	OPPOSITE_OF	indifferenza	0.95
energia	IS_A	forza	0.95
enfasi	IS_A	attenzione	0.95
entusiasmo	IS_A	emozione	0.95
entusiasmo	OPPOSITE_OF	apatia	0.95
episodio	IS_A	evento	0.95
equilibrio	IS_A	stato	0.95
equilibrio	OPPOSITE_OF	squilibrio	0.95
equivoco	IS_A	errore	0.95
equivoco	OPPOSITE_OF	chiarezza	0.90
errore	IS_A	azione	0.95
errore	OPPOSITE_OF	esattezza	0.95
esame	IS_A	valutazione	0.95
esaminare	IS_A	azione	0.95
esaminare	SIMILAR_TO	analizzare	0.95
esclusione	IS_A	separazione	0.95
esclusione	OPPOSITE_OF	inclusione	0.95
esemplare	IS_A	modello	0.95
esemplare	OPPOSITE_OF	mediocre	0.90
esercizio	IS_A	pratica	0.95
espansione	IS_A	processo	0.95
espansione	OPPOSITE_OF	contrazione	0.95
espellere	IS_A	azione	0.95
espellere	OPPOSITE_OF	accogliere	0.95
esporre	IS_A	azione	0.95
esporre	OPPOSITE_OF	nascondere	0.95
esposizione	IS_A	presentazione	0.95
espressione	IS_A	comunicazione	0.95
essenza	IS_A	natura	0.95
essenza	OPPOSITE_OF	apparenza	0.95
essere	IS_A	entità	0.95
essere	OPPOSITE_OF	nulla	0.95
estate	IS_A	stagione	0.95
estate	OPPOSITE_OF	inverno	0.95
estensione	IS_A	dimensione	0.95
estensione	SIMILAR_TO	espansione	0.90
estraneo	IS_A	soggetto	0.95
estraneo	OPPOSITE_OF	familiare	0.95
etica	IS_A	disciplina	0.95
etico	IS_A	tratto	0.95
etico	OPPOSITE_OF	immorale	0.95
evento	IS_A	fatto	0.95
evitare	IS_A	azione	0.95
evitare	OPPOSITE_OF	affrontare	0.95
evoluzione	IS_A	processo	0.95
evoluzione	OPPOSITE_OF	involuzione	0.95
extraterrestre	IS_A	essere	0.95
extraterrestre	OPPOSITE_OF	terrestre	0.95
facile	IS_A	stato	0.95
facile	OPPOSITE_OF	difficile	0.95
facilitare	IS_A	azione	0.95
facilitare	OPPOSITE_OF	ostacolare	0.95
falsificazione	IS_A	azione	0.95
falsificazione	OPPOSITE_OF	verità	0.95
fama	IS_A	riconoscimento	0.95
fama	OPPOSITE_OF	anonimato	0.95
fame	IS_A	bisogno	0.95
fame	OPPOSITE_OF	sazietà	0.95
famiglia	IS_A	gruppo	0.95
fare	IS_A	azione	0.95
fare	OPPOSITE_OF	inazione	0.95
farina	IS_A	alimento	0.95
fascino	IS_A	attrazione	0.95
fascino	OPPOSITE_OF	repulsione	0.90
fastidio	IS_A	sensazione	0.95
fastidio	OPPOSITE_OF	piacere	0.95
fatica	IS_A	sforzo	0.95
fatica	OPPOSITE_OF	riposo	0.95
faticoso	IS_A	stato	0.95
faticoso	OPPOSITE_OF	facile	0.95
fede	IS_A	credenza	0.95
fede	OPPOSITE_OF	dubbio	0.95
fedele	IS_A	tratto	0.95
fedele	OPPOSITE_OF	traditore	0.95
felice	IS_A	stato	0.95
felice	OPPOSITE_OF	triste	0.95
ferita	IS_A	danno	0.95
ferita	OPPOSITE_OF	guarigione	0.95
fermare	IS_A	azione	0.95
fermare	OPPOSITE_OF	avviare	0.95
fermentazione	IS_A	processo	0.95
ferro	IS_A	metallo	0.95
festa	IS_A	evento	0.95
fetta	IS_A	parte	0.95
figlio	IS_A	persona	0.95
figura	IS_A	forma	0.95
fila	IS_A	ordine	0.95
filo	IS_A	oggetto	0.95
filosofia	IS_A	scienza	0.95
finestra	IS_A	apertura	0.95
fisica	IS_A	scienza	0.95
fissare	IS_A	azione	0.95
fissare	OPPOSITE_OF	muovere	0.95
fisso	IS_A	stato	0.95
fisso	OPPOSITE_OF	mobile	0.95
fiume	IS_A	acqua	0.95
fiutare	IS_A	azione	0.95
flusso	IS_A	movimento	0.95
flusso	OPPOSITE_OF	blocco	0.95
folla	IS_A	gruppo	0.95
folla	OPPOSITE_OF	individuo	0.95
forma	IS_A	struttura	0.95
forza	IS_A	energia	0.95
forza	OPPOSITE_OF	debolezza	0.95
fossa	IS_A	apertura	0.95
fossa	OPPOSITE_OF	rilievo	0.90
fratellanza	IS_A	legame	0.95
fratellanza	OPPOSITE_OF	inimicizia	0.95
freddo	IS_A	temperatura	0.95
freddo	OPPOSITE_OF	caldo	0.95
fronteggiare	IS_A	azione	0.95
fronteggiare	OPPOSITE_OF	fuggire	0.95
frutto	IS_A	risultato	0.95
funzionamento	IS_A	processo	0.95
funzionamento	OPPOSITE_OF	guasto	0.95
funzione	IS_A	ruolo	0.95
fuoco	IS_A	energia	0.95
fuoco	OPPOSITE_OF	acqua	0.90
fusione	IS_A	unione	0.95
fusione	OPPOSITE_OF	separazione	0.95
galleggiare	IS_A	stato	0.95
galleggiare	OPPOSITE_OF	affondare	0.95
gamba	IS_A	parte	0.95
gancio	IS_A	oggetto	0.95
gara	IS_A	competizione	0.95
garanzia	IS_A	promessa	0.95
garanzia	OPPOSITE_OF	incertezza	0.95
gas	IS_A	materia	0.95
gas	OPPOSITE_OF	solido	0.95
generale	IS_A	concetto	0.95
generale	OPPOSITE_OF	specifico	0.95
generoso	IS_A	tratto	0.95
generoso	OPPOSITE_OF	egoista	0.95
gentilezza	IS_A	virtù	0.95
gentilezza	OPPOSITE_OF	scortesia	0.95
geografia	IS_A	scienza	0.95
geometria	IS_A	scienza	0.95
gestione	IS_A	azione	0.95
gestire	IS_A	azione	0.95
gestire	SIMILAR_TO	governare	0.95
gestore	IS_A	ruolo	0.95
gioco	IS_A	attività	0.95
gioia	IS_A	emozione	0.95
gioia	OPPOSITE_OF	tristezza	0.95
gioiello	IS_A	oggetto	0.95
gioioso	IS_A	stato	0.95
gioioso	SIMILAR_TO	felice	0.95
giornaliero	IS_A	frequenza	0.95
giorno	IS_A	tempo	0.95
giorno	OPPOSITE_OF	notte	0.95
giovinezza	IS_A	stato	0.95
giovinezza	OPPOSITE_OF	vecchiaia	0.95
girovago	IS_A	tratto	0.95
giudice	IS_A	ruolo	0.95
giudizio	IS_A	valutazione	0.95
gloria	IS_A	riconoscimento	0.95
gloria	OPPOSITE_OF	infamia	0.95
goffo	IS_A	tratto	0.95
goffo	OPPOSITE_OF	grazioso	0.90
governare	IS_A	azione	0.95
governo	IS_A	sistema	0.95
grandezza	IS_A	dimensione	0.95
grandezza	OPPOSITE_OF	piccolezza	0.95
grano	CAUSES	farina	0.95
grano	IS_A	pianta	0.95
grave	IS_A	stato	0.95
grave	OPPOSITE_OF	lieve	0.95
grazia	IS_A	virtù	0.95
grazia	OPPOSITE_OF	goffaggine	0.95
grezzo	IS_A	stato	0.95
grezzo	OPPOSITE_OF	raffinato	0.95
gruppo	IS_A	insieme	0.95
guadagno	IS_A	risultato	0.95
guadagno	OPPOSITE_OF	perdita	0.95
guarigione	IS_A	processo	0.95
guarigione	OPPOSITE_OF	malattia	0.95
guastare	IS_A	azione	0.95
guastare	OPPOSITE_OF	riparare	0.95
guerra	IS_A	conflitto	0.95
guerra	OPPOSITE_OF	pace	0.95
hotel	IS_A	luogo	0.95
idea	IS_A	pensiero	0.95
ideologia	IS_A	sistema	0.95
ignorante	IS_A	tratto	0.95
ignorante	OPPOSITE_OF	colto	0.95
ignoranza	IS_A	stato	0.95
ignoranza	OPPOSITE_OF	conoscenza	0.95
illusione	IS_A	percezione	0.95
illusione	OPPOSITE_OF	realtà	0.95
imboscata	IS_A	attacco	0.95
immaginazione	IS_A	capacità	0.95
immagine	IS_A	rappresentazione	0.95
immergere	IS_A	azione	0.95
immorale	IS_A	tratto	0.95
immorale	OPPOSITE_OF	etico	0.95
impasto	IS_A	materia	0.95
impegno	IS_A	sforzo	0.95
impegno	OPPOSITE_OF	disinteresse	0.95
importanza	IS_A	valore	0.95
importanza	OPPOSITE_OF	irrilevanza	0.95
imprigionare	IS_A	azione	0.95
imprigionare	OPPOSITE_OF	liberare	0.95
inadeguatezza	IS_A	stato	0.95
inadeguatezza	OPPOSITE_OF	adeguatezza	0.95
inaffidabile	IS_A	tratto	0.95
inaffidabile	OPPOSITE_OF	affidabile	0.95
inazione	IS_A	stato	0.95
inazione	OPPOSITE_OF	azione	0.95
responsabilita	CAUSES	affidabilita	0.95
responsabilita	CAUSES	ordine	0.80
responsabilita	IS_A	dovere	0.90
responsabilita	IS_A	impegno	0.95
responsabilita	OPPOSITE_OF	fuga	0.85
responsabilita	OPPOSITE_OF	irresponsabilita	0.95
